Customer ID,Age,Hours at Gym (per week),Gym Membership Length (years),Calorie Intake,Gender_Female,Gender_Male,Gender_Other,Fitness Goal_Build muscle,Fitness Goal_Endurance training,Fitness Goal_Fat loss,Fitness Goal_Flexibility,Fitness Goal_General health,Cluster
589492,-1.4088039085048545,-1.219501570980501,-0.9288248914191144,-1.81444966824065,False,True,False,False,False,False,True,False,2
356840,-0.8124390638003453,0.8147746351855262,1.4861198262705833,0.6048174050146653,False,True,False,True,False,False,False,False,0
449457,-0.414862500664006,-1.4542257486150425,-0.9288248914191144,-0.3546652869279527,True,False,False,False,True,False,False,False,2
765987,-1.011227345368515,1.7536713457236934,0.8823836468481588,0.8081363564025057,True,False,False,True,False,False,False,False,0
370936,-0.0172859375276666,-0.6718118231665704,0.2786474674257344,0.2278777760372081,False,True,False,False,True,False,False,False,2
339931,0.3802906256086726,0.0323607097370547,0.8823836468481588,0.5682656834168512,True,False,False,True,False,False,False,False,0
339629,-0.2160742190958363,1.205981597909763,0.8823836468481588,1.3152914935721751,False,True,False,True,False,False,False,False,0
305041,-1.8063804716411933,-0.828294608256265,-0.32508871199669,0.4631794838231359,False,True,False,False,False,False,False,True,1
798361,-0.8124390638003453,1.9883955233582344,1.4861198262705833,0.7144725698081072,False,True,False,True,False,False,False,False,0
517113,0.3802906256086726,-1.297742963525348,-0.9288248914191144,0.6459380918122061,False,True,False,True,False,False,False,False,1
168148,-1.011227345368515,1.205981597909762,-0.9288248914191144,-1.3004410832713904,True,False,False,False,False,True,False,False,3
877089,-1.2100156269366846,0.7365332426406792,-0.32508871199669,-1.4466479696626464,True,False,False,False,False,True,False,False,3
748531,1.1754437518813512,0.1106021022819016,0.8823836468481588,1.1096880595844714,False,True,False,True,False,False,False,False,0
778843,0.3802906256086726,-0.2023634678974867,0.8823836468481588,-0.3729411477268597,False,True,False,False,True,False,False,False,3
672843,-0.0172859375276666,-0.2806048604423344,0.2786474674257344,-0.107941166142708,False,True,False,False,False,False,False,True,2
356508,-1.2100156269366846,-1.0630187858908065,-0.9288248914191144,-0.0485446185462603,False,True,False,False,False,False,False,True,2
903591,2.7657500044267085,0.8147746351855268,1.4861198262705833,-1.4877686564601873,False,True,False,False,False,True,False,False,3
996942,-1.4088039085048545,0.0323607097370547,-0.9288248914191144,-0.8823807674963926,True,False,False,False,False,False,False,True,2
206530,0.9766554703131816,0.1106021022819016,0.8823836468481588,-0.2313032265353304,False,True,False,False,True,False,False,False,0
704365,0.5790789071768423,0.5018090650061378,1.4861198262705833,-1.0514324798862824,True,False,False,False,False,False,False,True,3
922352,0.3802906256086726,-0.358846252987182,-0.9288248914191144,-0.7498807767043167,True,False,False,False,False,True,False,False,2
560337,1.1754437518813512,-1.8454327113392783,-0.9288248914191144,0.2164553630378913,True,False,False,False,True,False,False,False,2
824839,-1.011227345368515,-0.1241220753526398,-0.9288248914191144,-0.5031566559190721,True,False,False,False,False,False,False,True,2
905889,-0.8124390638003453,0.6582918500958322,0.2786474674257344,0.8949466951973141,True,False,False,True,False,False,False,False,0
559773,-0.0172859375276666,0.1888434948267493,0.8823836468481588,-0.5762600991147002,False,True,False,False,False,False,False,True,3
308261,-1.2100156269366846,1.5971885606339984,0.2786474674257344,-1.213630744476582,False,True,False,False,False,True,False,False,3
864469,1.3742320334495208,0.8147746351855268,1.4861198262705833,1.5231794101597425,True,False,False,True,False,False,False,False,0
441097,0.3802906256086726,1.1277402053649153,1.4861198262705833,0.4905932750214964,True,False,False,True,False,False,False,False,0
415139,0.3802906256086726,1.2842229904546103,0.8823836468481588,1.4980501015612453,False,True,False,True,False,False,False,False,0
271829,-0.414862500664006,-0.2806048604423344,-0.9288248914191144,-1.437510039263193,False,True,False,False,False,True,False,False,2
538974,0.9766554703131816,-0.0458806828077928,0.2786474674257344,1.0868432335858376,True,False,False,True,False,False,False,False,0
302283,-0.8124390638003453,-0.7500532157114174,-1.532561070841539,-0.9326393846933868,False,True,False,False,False,False,False,True,2
296769,1.1754437518813512,-0.1241220753526398,0.2786474674257344,0.0908088200454056,False,True,False,False,False,False,False,True,2
661353,-0.414862500664006,0.3453262799164431,0.8823836468481588,0.9474897949941716,False,True,False,True,False,False,False,False,0
323165,-0.2160742190958363,-0.9847773933459588,-0.9288248914191144,-1.0263031712877853,False,True,False,False,False,False,False,True,2
723587,-0.2160742190958363,-0.9847773933459588,-0.9288248914191144,-0.7498807767043167,True,False,False,False,False,False,True,False,2
635822,0.3802906256086726,-0.828294608256265,0.8823836468481588,0.1022312330447225,False,True,False,False,False,False,False,True,2
587879,-1.607592190073024,0.0323607097370547,-0.9288248914191144,-1.0719928232850529,True,False,False,False,False,False,False,True,2
664685,-0.0172859375276666,-1.375984356070195,-0.9288248914191144,-1.2090617792768554,False,True,False,False,False,False,True,False,2
882038,0.9766554703131816,-1.688949926249584,-0.9288248914191144,-0.2747083959327345,True,False,False,False,True,False,False,False,2
453531,-0.2160742190958363,-1.1412601784356535,-0.9288248914191144,0.4768863794223162,False,True,False,True,False,False,False,False,1
679879,-0.2160742190958363,-1.4542257486150425,-0.9288248914191144,0.0611105462471817,True,False,False,False,True,False,False,False,2
320884,-0.0172859375276666,-0.0458806828077928,-0.9288248914191144,-1.6636738166496672,False,False,True,False,False,True,False,False,2
123247,0.9766554703131816,-0.5153290380768759,-0.9288248914191144,0.7761536000044185,True,False,False,True,False,False,False,False,1
124300,-0.8124390638003453,1.0494988128200684,0.8823836468481588,-1.0057428278890148,True,False,False,False,False,False,False,True,3
567281,2.566961722858539,-1.9236741038841256,-0.9288248914191144,1.5277483753594692,True,False,False,True,False,False,False,False,1
707086,1.573020315017691,-0.5153290380768759,0.8823836468481588,-0.5762600991147002,False,True,False,False,False,False,True,False,2
633556,-1.4088039085048545,0.8147746351855268,0.2786474674257344,0.6368001614127525,False,False,True,True,False,False,False,False,0
374329,1.7718085965858603,0.5800504575509854,-0.9288248914191144,-1.4603548652618268,True,False,False,False,False,True,False,False,2
819064,0.3802906256086726,0.3453262799164431,0.8823836468481588,1.2376190851768205,True,False,False,True,False,False,False,False,0
842139,-1.8063804716411933,-0.3588462529871813,-0.9288248914191144,-0.3181135653301387,True,False,False,False,True,False,False,False,2
532315,0.181502344040503,-1.219501570980501,-0.9288248914191144,-1.480915208660597,False,True,False,False,False,False,True,False,2
336584,-0.414862500664006,0.3453262799164431,0.8823836468481588,0.6664984352109764,True,False,False,True,False,False,False,False,0
662332,0.5790789071768423,-0.2023634678974867,-0.9288248914191144,0.5134381010201302,False,True,False,True,False,False,False,False,1
937646,0.5790789071768423,-0.6718118231665704,0.8823836468481588,-0.5168635515182524,False,False,True,False,False,False,False,True,2
476896,1.3742320334495208,0.6582918500958322,1.4861198262705833,-1.0560014450860091,True,False,False,False,False,False,True,False,3
148984,0.181502344040503,2.066636915903082,0.8823836468481588,-1.7185013990463882,False,True,False,False,False,True,False,False,3
402918,0.7778671887450119,0.5018090650061384,0.8823836468481588,-0.9143635238944798,True,False,False,False,False,True,False,False,3
220151,-0.6136507822321756,1.3624643829994574,0.8823836468481588,-0.2153118483362867,True,False,False,False,False,False,False,True,3
555808,-0.8124390638003453,-0.2023634678974867,0.2786474674257344,0.3261105278313334,True,False,False,False,True,False,False,False,0
233767,0.7778671887450119,-1.1412601784356535,-0.9288248914191144,1.1668001245810558,False,True,False,True,False,False,False,False,1
748663,0.5790789071768423,0.0323607097370547,0.2786474674257344,0.5317139618190372,False,True,False,True,False,False,False,False,0
803550,2.7657500044267085,-2.1583982815186675,-0.9288248914191144,-0.0645359967453039,True,False,False,False,False,False,False,True,2
236330,-1.2100156269366846,-0.2023634678974867,-0.32508871199669,1.0617139249873404,False,True,False,True,False,False,False,False,1
580754,-0.2160742190958363,-0.828294608256265,-0.9288248914191144,0.5180070662198569,True,False,False,True,False,False,False,False,1
401648,0.7778671887450119,1.6754299531788466,1.4861198262705833,-0.7430273289047267,False,True,False,False,False,True,False,False,3
788519,-1.607592190073024,0.9712574202752214,-0.32508871199669,1.3244294239716288,False,True,False,True,False,False,False,False,1
686146,1.3742320334495208,-0.5153290380768759,0.8823836468481588,0.1273605416432196,False,True,False,False,False,False,False,True,2
229312,-1.2100156269366846,-0.6718118231665704,-0.32508871199669,-0.3249670131297288,False,True,False,False,False,False,False,True,2
400804,1.3742320334495208,-0.6718118231665704,-0.9288248914191144,0.4266277622253219,False,True,False,False,False,False,False,True,2
234633,-1.011227345368515,3.240257804075791,1.4861198262705833,-1.140527301280954,False,True,False,False,False,True,False,False,3
388998,0.3802906256086726,-1.9236741038841256,-0.9288248914191144,-0.3249670131297288,False,True,False,False,False,False,False,True,2
950937,0.3802906256086726,-0.0458806828077921,-0.9288248914191144,1.3724035585687595,False,True,False,True,False,False,False,False,1
728776,-0.414862500664006,-1.688949926249584,-0.32508871199669,-0.3775101129265865,False,True,False,False,True,False,False,False,2
384806,0.7778671887450119,-1.7671913187944313,-1.532561070841539,0.6368001614127525,True,False,False,True,False,False,False,False,1
894824,-0.2160742190958363,-0.9847773933459588,-0.9288248914191144,1.2490414981761373,False,True,False,True,False,False,False,False,1
130535,-1.4088039085048545,1.9101541308133876,0.2786474674257344,-0.7544497419040436,True,False,False,False,False,True,False,False,3
475713,0.3802906256086726,-0.5153290380768759,-0.9288248914191144,0.6733518830105666,True,False,False,True,False,False,False,False,1
938688,-1.011227345368515,1.9101541308133876,0.8823836468481588,0.6208087832137089,False,True,False,True,False,False,False,False,0
451279,0.5790789071768423,-0.7500532157114174,0.8823836468481588,-0.0919497879436644,True,False,False,False,False,False,False,True,2
701661,-1.2100156269366846,-0.0458806828077928,-0.9288248914191144,-1.298156600671527,False,True,False,False,False,True,False,False,3
589570,1.3742320334495208,-1.1412601784356535,-0.9288248914191144,1.2627483937753177,True,False,False,True,False,False,False,False,1
556551,0.7778671887450119,-0.7500532157114174,-0.9288248914191144,-0.5991049251133339,True,False,False,False,False,False,False,True,2
373109,-1.011227345368515,2.3013610935376234,0.8823836468481588,-1.2090617792768554,False,True,False,False,False,True,False,False,3
124538,-1.8063804716411933,1.4407057755443045,0.2786474674257344,0.664213952611113,True,False,False,True,False,False,False,False,0
994498,0.181502344040503,-0.358846252987182,-0.9288248914191144,-1.583716925654449,True,False,False,False,False,True,False,False,2
301664,0.3802906256086726,-0.1241220753526398,0.8823836468481588,1.4752052755626115,True,False,False,True,False,False,False,False,0
591234,0.5790789071768423,0.8147746351855268,0.8823836468481588,-0.7178980203062295,True,False,False,False,False,True,False,False,3
999684,1.1754437518813512,-1.7671913187944313,-0.9288248914191144,-0.642510094510738,True,False,False,False,False,False,False,True,2
239182,-0.414862500664006,1.28422299045461,1.4861198262705833,-1.5700100300552688,False,True,False,False,False,True,False,False,3
572525,0.7778671887450119,0.7365332426406792,1.4861198262705833,-0.2975532219313683,False,True,False,False,True,False,False,False,0
258338,-0.414862500664006,-0.6718118231665697,0.2786474674257344,1.520894927559879,True,False,False,True,False,False,False,False,1
284064,0.9766554703131816,-0.2806048604423344,0.8823836468481588,0.2461536368361152,True,False,False,False,False,False,False,True,0
314020,0.7778671887450119,-1.297742963525348,-0.9288248914191144,-0.2358721917350571,False,True,False,False,True,False,False,False,2
723094,-1.2100156269366846,0.9712574202752214,0.8823836468481588,1.2330501199770936,True,False,False,True,False,False,False,False,0
715270,0.7778671887450119,-1.5324671411598896,-0.9288248914191144,0.974903586192532,False,True,False,True,False,False,False,False,1
745914,2.368173441290369,-0.6718118231665704,-0.9288248914191144,-0.1627687485394291,True,False,False,False,False,False,False,True,2
219176,-1.2100156269366846,0.8147746351855262,0.2786474674257344,-1.5860014082543124,True,False,False,False,False,True,False,False,3
318126,0.181502344040503,-0.5153290380768759,-0.32508871199669,-0.9851824844902444,True,False,False,False,False,False,True,False,2
318969,0.9766554703131816,0.6582918500958322,0.8823836468481588,0.6048174050146653,False,True,False,True,False,False,False,False,0
222409,1.1754437518813512,-2.3931224591532088,-1.532561070841539,-0.0302687577473532,False,True,False,False,False,False,False,True,2
647707,-0.414862500664006,-1.4542257486150425,-0.32508871199669,-0.1033722009429813,True,False,False,False,True,False,False,False,2
353618,-0.0172859375276666,0.4235676724612908,1.4861198262705833,0.14792088504199,False,True,False,False,False,False,False,True,0
869598,1.97059687815403,-1.5324671411598896,-1.532561070841539,0.7350329132068777,False,True,False,True,False,False,False,False,1
150015,0.3802906256086726,0.5800504575509854,0.2786474674257344,-1.298156600671527,False,True,False,False,False,True,False,False,3
872838,0.9766554703131816,0.5800504575509854,0.8823836468481588,0.1136536460440394,False,True,False,False,False,False,False,True,0
222096,-1.8063804716411933,2.3013610935376234,1.4861198262705833,0.5682656834168512,False,True,False,True,False,False,False,False,0
731347,-1.4088039085048545,0.5018090650061378,0.8823836468481588,1.5551621665578297,False,True,False,True,False,False,False,False,0
285340,1.7718085965858603,-0.3588462529871813,-0.9288248914191144,-1.4397945218630563,False,True,False,False,False,True,False,False,2
974371,-0.8124390638003453,0.8147746351855268,0.2786474674257344,1.2558949459757274,True,False,False,True,False,False,False,False,0
511357,-0.414862500664006,-0.5935704306217228,-0.9288248914191144,1.1348173681829683,True,False,False,True,False,False,False,False,1
835716,1.1754437518813512,-1.297742963525348,-1.532561070841539,1.2376190851768205,False,True,False,True,False,False,False,False,1
205878,-1.2100156269366846,-0.2806048604423344,-1.532561070841539,-0.478027347320575,True,False,False,False,False,False,False,True,2
827270,0.181502344040503,-2.001915496428973,-0.9288248914191144,-0.2084584005366966,False,True,False,False,True,False,False,False,2
298286,-0.6136507822321756,1.6754299531788466,1.4861198262705833,0.4311967274250486,True,False,False,False,False,False,False,True,0
873290,-1.8063804716411933,-0.3588462529871813,-1.532561070841539,-0.6196652685121044,True,False,False,False,False,False,True,False,2
424767,0.9766554703131816,-0.2806048604423344,-0.32508871199669,1.4569294147637046,True,False,False,True,False,False,False,False,1
961882,-1.2100156269366846,-0.3588462529871813,-0.9288248914191144,1.0251622033895265,True,False,False,True,False,False,False,False,1
979858,-1.011227345368515,0.2670848873715962,-0.9288248914191144,-0.2998377045312316,False,True,False,False,False,False,True,False,2
479989,-0.6136507822321756,0.1106021022819016,-0.9288248914191144,-1.4694927956612802,False,True,False,False,False,True,False,False,3
515515,2.964538285994878,-0.2023634678974867,0.8823836468481588,0.8972311777971774,True,False,False,True,False,False,False,False,0
143585,-0.2160742190958363,0.5018090650061378,1.4861198262705833,1.370119075968896,False,True,False,True,False,False,False,False,0
471369,0.5790789071768423,0.4235676724612908,-0.32508871199669,-1.7870358770422896,True,False,False,False,False,True,False,False,3
164044,-0.414862500664006,-2.001915496428973,-0.9288248914191144,-0.4666049343212581,False,True,False,False,True,False,False,False,2
209556,0.3802906256086726,0.2670848873715962,0.8823836468481588,-0.478027347320575,False,True,False,False,False,False,True,False,3
626981,1.1754437518813512,-0.5153290380768759,-0.9288248914191144,-1.231906605275489,False,True,False,False,False,True,False,False,2
300235,1.3742320334495208,0.4235676724612908,0.8823836468481588,1.0982656465851546,False,True,False,True,False,False,False,False,0
125939,0.7778671887450119,-1.688949926249584,-0.9288248914191144,-1.6545358862502135,False,True,False,False,False,False,True,False,2
252906,0.9766554703131816,-0.4370876455320289,1.4861198262705833,-0.4688894169211215,False,True,False,False,False,False,True,False,0
642335,-0.414862500664006,-0.5153290380768759,0.8823836468481588,-0.8344066328992616,True,False,False,False,False,False,False,True,3
388249,0.9766554703131816,-1.0630187858908065,-0.9288248914191144,-1.033156619087375,False,True,False,False,False,False,False,True,2
175766,-0.6136507822321756,1.9101541308133876,1.4861198262705833,0.4860243098217697,True,False,False,True,False,False,False,False,0
508923,0.181502344040503,-1.4542257486150425,-0.9288248914191144,-1.7870358770422896,True,False,False,False,False,False,True,False,2
515192,0.7778671887450119,0.1888434948267493,-0.9288248914191144,-1.3301393570696145,True,False,False,False,False,True,False,False,2
668550,-1.4088039085048545,0.2670848873715962,0.2786474674257344,0.2918432888333827,True,False,False,False,False,False,False,True,0
487261,-1.2100156269366846,0.2670848873715962,0.8823836468481588,-0.5945359599136072,True,False,False,False,False,False,True,False,3
910208,2.1693851597222,-0.2023634678974867,0.8823836468481588,-1.126820405681774,False,False,True,False,False,False,True,False,2
752664,0.181502344040503,0.1888434948267493,-0.32508871199669,0.7647311870051016,False,True,False,True,False,False,False,False,1
554589,-0.6136507822321756,-1.1412601784356535,-1.532561070841539,-0.5077256211187989,False,True,False,False,False,False,True,False,2
237848,-0.414862500664006,-0.828294608256265,0.8823836468481588,-0.4117773519245371,False,True,False,False,True,False,False,False,2
717075,-0.414862500664006,-1.297742963525348,-0.9288248914191144,-0.7658721549033604,True,False,False,False,False,False,True,False,2
227948,-0.414862500664006,0.7365332426406792,2.089856005693008,0.0565415810474549,True,False,False,False,True,False,False,False,0
679304,-0.2160742190958363,0.0323607097370547,0.8823836468481588,1.1713690897807825,False,True,False,True,False,False,False,False,0
502690,-1.011227345368515,1.0494988128200684,-0.9288248914191144,1.4272311409654803,False,True,False,True,False,False,False,False,1
599046,-0.414862500664006,1.28422299045461,1.4861198262705833,-0.7864324983021308,False,True,False,False,False,True,False,False,3
551269,-0.8124390638003453,-0.2023634678974867,-0.9288248914191144,-0.3889325259259033,True,False,False,False,False,False,False,True,2
121959,0.3802906256086726,0.0323607097370547,0.2786474674257344,0.6208087832137089,True,False,False,True,False,False,False,False,0
760890,1.573020315017691,0.4235676724612908,-0.9288248914191144,-1.2478979834745327,False,True,False,False,False,True,False,False,2
850216,-0.2160742190958363,0.1888434948267493,0.8823836468481588,0.8675329039989536,True,False,False,True,False,False,False,False,0
890180,-1.2100156269366846,-0.3588462529871813,-0.9288248914191144,0.0428346854482747,True,False,False,False,False,False,False,True,2
328576,-0.414862500664006,-0.2806048604423344,-0.9288248914191144,-1.4238031436640126,False,True,False,False,False,True,False,False,2
265838,0.181502344040503,-0.5153290380768759,0.2786474674257344,1.4911966537616552,True,False,False,True,False,False,False,False,1
435674,-0.414862500664006,-1.9236741038841256,-1.532561070841539,1.5300328579593323,False,True,False,True,False,False,False,False,1
979989,0.9766554703131816,-0.1241220753526398,-0.9288248914191144,-1.0537169624861458,False,True,False,False,False,True,False,False,2
161087,1.1754437518813512,0.4235676724612908,0.8823836468481588,1.1165415073840614,False,True,False,True,False,False,False,False,0
693128,0.7778671887450119,0.2670848873715962,0.8823836468481588,1.5528776839579663,False,True,False,True,False,False,False,False,0
218451,-1.4088039085048545,0.2670848873715962,-0.9288248914191144,-1.693372090447891,True,False,False,False,False,False,True,False,3
547600,-1.4088039085048545,-0.4370876455320289,-0.9288248914191144,-0.0850963401440743,True,False,False,False,False,False,False,True,2
937437,-1.607592190073024,1.5971885606339984,0.2786474674257344,-1.6636738166496672,False,True,False,False,False,True,False,False,3
539792,1.1754437518813512,-1.9236741038841256,-0.9288248914191144,-0.8572514588978954,False,True,False,False,False,False,True,False,2
139353,-0.6136507822321756,0.7365332426406792,-0.9288248914191144,0.700765674208927,False,True,False,True,False,False,False,False,1
293075,1.7718085965858603,-0.6718118231665704,0.2786474674257344,-0.4003549389252202,False,True,False,False,True,False,False,False,2
165318,-0.0172859375276666,-1.1412601784356542,-1.532561070841539,1.5414552709586495,False,True,False,True,False,False,False,False,1
865313,-1.607592190073024,-0.2806048604423344,-0.9288248914191144,-1.1222514404820472,False,True,False,False,False,True,False,False,3
582690,0.5790789071768423,1.8319127382685405,0.8823836468481588,-0.8503980110983053,True,False,False,False,False,True,False,False,3
516880,1.573020315017691,-0.906536000801112,0.2786474674257344,0.1456364024421266,False,True,False,False,False,False,False,True,2
691460,-1.011227345368515,-0.5935704306217228,-0.9288248914191144,0.974903586192532,True,False,False,True,False,False,False,False,1
840976,-0.2160742190958363,-0.6718118231665704,-0.9288248914191144,0.5157225836199936,False,True,False,True,False,False,False,False,1
881239,1.1754437518813512,-0.6718118231665704,-0.32508871199669,0.8286966998012761,True,False,False,True,False,False,False,False,1
193264,-1.607592190073024,1.6754299531788466,0.8823836468481588,1.2627483937753177,True,False,False,True,False,False,False,False,0
870746,-1.2100156269366846,0.2670848873715962,-0.9288248914191144,-1.4535014174622365,False,True,False,False,False,True,False,False,3
913168,-1.8063804716411933,-0.1241220753526398,-0.9288248914191144,1.3289983891713557,False,True,False,True,False,False,False,False,1
325281,1.3742320334495208,-0.5153290380768759,0.8823836468481588,-0.5945359599136072,True,False,False,False,False,False,False,True,2
737147,-0.414862500664006,0.9712574202752214,0.8823836468481588,0.810420839002369,True,False,False,True,False,False,False,False,0
998613,0.7778671887450119,-0.2806048604423344,-0.32508871199669,1.39296390196753,False,True,False,True,False,False,False,False,1
531839,-0.414862500664006,-0.5935704306217228,0.8823836468481588,-0.4985876907193454,True,False,False,False,True,False,False,False,2
369536,-1.011227345368515,0.9712574202752214,0.8823836468481588,-0.4803118299204383,False,True,False,False,True,False,False,False,3
417824,-1.4088039085048545,-0.1241220753526398,-0.9288248914191144,0.572834648616578,True,False,False,True,False,False,False,False,1
357426,0.9766554703131816,-0.0458806828077928,0.2786474674257344,1.3655501107691694,False,True,False,True,False,False,False,False,0
277789,-1.4088039085048545,0.5800504575509854,0.8823836468481588,1.3838259715680763,True,False,False,True,False,False,False,False,0
613153,0.5790789071768423,1.1277402053649153,1.4861198262705833,0.5751191312164413,False,True,False,True,False,False,False,False,0
842452,0.181502344040503,0.1106021022819016,0.8823836468481588,0.9543432427937618,False,True,False,True,False,False,False,False,0
937291,-0.0172859375276666,-1.688949926249584,-1.532561070841539,1.5620156143574198,False,True,False,True,False,False,False,False,1
225657,-0.2160742190958363,-0.9847773933459588,-0.32508871199669,1.5802914751563268,True,False,False,True,False,False,False,False,1
335167,-1.4088039085048545,-0.0458806828077921,-0.9288248914191144,-1.6819496774485745,False,True,False,False,False,True,False,False,3
781669,-0.8124390638003453,-0.828294608256265,-0.9288248914191144,-0.5511307905162031,False,True,False,False,True,False,False,False,2
580671,0.181502344040503,1.3624643829994574,2.089856005693008,-1.035441101687239,False,True,False,False,False,True,False,False,3
170467,-1.011227345368515,0.2670848873715962,-0.9288248914191144,0.9063691081966307,False,False,True,True,False,False,False,False,1
283734,0.181502344040503,-0.9847773933459588,-0.9288248914191144,0.0177053768497775,False,True,False,False,False,False,False,True,2
